movie_id,rating_avg,total_uu_cnt,admin,artist,college_grad_student,customer_service,doctor_healthcare,educator,executive_managerial,farmer,homemaker,k_12_student,lawyer,marketing,other,programmer,retired,scientist,self_employed,technician_engineer,tradesman_craftsman,unemployed,writer,age_18_24,age_25_34,age_35_44,age_45_49,age_50_55,age_55_plus,under_18,female,male,action,adventure,animation,childrens,comedy,crime,documentary,drama,fantasy,filmnoir,horror,musical,mystery,romance,scifi,thriller,war,western,classic_mv,new_mv,old_mv,recent_mv
354,3.1791044776119404,67,2,3,9,0,0,2,9,0,0,1,2,6,16,1,0,1,3,3,1,2,6,16,26,12,2,6,4,1,8,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,2.352059925093633,267,9,9,45,7,11,19,28,1,3,18,4,10,38,14,1,1,12,18,2,6,11,65,87,56,23,12,1,23,65,202,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
356,4.087967183226983,2194,62,94,323,36,79,190,214,6,39,75,43,128,268,136,41,45,97,171,24,26,97,446,823,379,187,165,105,89,644,1550,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
357,3.7437145174371453,1233,40,68,146,18,54,140,140,2,28,12,31,77,146,60,16,37,58,67,5,18,70,181,503,249,117,103,59,21,477,756,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
358,3.1702127659574466,141,6,5,36,4,6,10,9,0,0,1,1,6,25,5,0,4,1,8,2,0,12,58,73,6,2,1,0,1,27,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
359,3.210526315789474,19,3,2,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,2,1,1,1,2,11,1,3,1,1,0,9,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
360,2.4960629921259843,127,4,7,26,3,7,10,4,1,5,2,2,8,17,4,1,3,5,7,1,2,8,38,46,20,12,6,2,3,42,85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,3.421641791044776,268,14,14,41,4,16,26,21,0,8,7,5,14,34,9,2,5,10,18,1,5,14,63,109,52,17,11,8,8,116,152,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
362,3.3640167364016738,239,6,10,31,6,9,18,15,2,5,22,3,12,40,8,0,4,13,15,3,2,15,52,77,49,21,14,3,23,84,155,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
363,4.258064516129032,62,3,6,3,0,3,9,3,0,0,0,2,2,9,2,4,1,6,0,0,1,8,2,23,15,10,5,6,1,20,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,3.8608385370205176,1121,32,51,196,22,42,99,90,3,17,54,22,50,145,64,7,28,37,82,11,9,60,288,416,201,76,48,29,63,324,797,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
365,3.1690140845070425,71,4,5,9,3,2,9,4,0,1,0,1,5,8,3,0,2,4,5,1,0,5,9,26,16,8,6,5,1,19,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
366,2.8207171314741037,251,6,20,41,9,6,12,17,1,0,13,1,7,53,10,0,5,12,12,3,9,14,71,112,32,13,9,1,13,42,209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
367,3.279050042408821,1179,27,48,195,32,40,86,114,5,20,53,14,67,147,66,8,25,49,88,18,18,59,294,456,201,81,64,28,55,281,898,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
368,3.5236907730673317,802,32,37,115,22,28,56,99,4,13,20,14,37,99,38,8,15,41,63,9,11,41,181,291,143,57,70,41,19,153,649,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
369,3.310344827586207,58,4,5,5,0,2,9,11,0,1,0,0,1,5,1,1,0,1,3,0,2,7,3,24,16,9,6,0,0,22,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
370,2.8980582524271843,412,11,17,73,7,15,28,42,1,5,15,7,24,55,27,6,6,18,32,6,4,13,102,169,62,26,24,15,14,64,348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
371,3.1792452830188678,212,7,13,23,3,8,25,21,1,4,2,0,13,25,9,2,4,16,12,4,3,17,36,92,44,24,8,6,2,65,147,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,3.1542056074766354,428,13,32,71,5,15,41,35,1,6,9,8,24,59,19,0,5,14,25,4,9,33,114,227,52,11,9,5,10,149,279,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
373,3.856589147286822,258,8,16,20,3,11,31,24,0,1,1,11,11,32,18,7,11,10,16,3,5,19,25,110,55,26,27,13,2,50,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
374,2.1147540983606556,183,6,4,35,5,8,16,16,1,2,17,4,10,19,6,1,1,6,7,3,4,12,53,59,32,13,5,2,19,55,128,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,3.2941176470588234,17,1,0,2,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,1,1,4,6,8,1,0,2,0,0,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
376,3.2457142857142856,350,14,15,51,7,16,33,33,0,6,11,5,19,48,16,5,2,25,25,3,5,11,71,133,79,25,17,12,13,86,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
377,3.5654545454545454,1650,51,80,261,31,66,122,178,5,20,39,29,86,203,111,13,36,68,144,15,25,67,350,676,315,122,104,42,41,407,1243,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
378,2.892857142857143,140,6,7,20,2,8,19,7,0,2,2,3,7,21,1,2,1,10,10,0,2,10,29,65,19,14,3,6,4,62,78,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
379,2.889908256880734,436,9,16,58,14,11,23,39,2,3,14,8,22,70,29,2,12,14,51,4,8,27,86,182,95,28,24,9,12,50,386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
380,3.6342857142857143,1400,46,56,216,33,58,93,153,4,25,31,28,75,170,94,9,28,60,126,15,18,62,311,580,259,97,79,40,34,323,1077,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
381,3.2606635071090047,211,9,14,26,3,7,26,27,2,6,1,3,14,28,7,0,4,9,9,1,3,12,41,98,34,13,14,8,3,98,113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
382,2.9338235294117645,272,8,9,33,9,7,21,20,1,1,2,6,15,43,15,1,9,17,21,6,5,23,52,138,49,14,12,4,3,54,218,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
383,3.2666666666666666,270,10,9,27,11,10,14,42,0,2,4,6,15,34,12,5,3,20,19,7,3,17,41,99,48,25,36,18,3,34,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
384,2.9,40,0,4,4,2,0,2,7,0,0,0,1,2,6,0,0,0,3,5,1,1,2,4,21,11,1,2,1,0,2,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,3.4,10,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,3,0,4,3,1,1,1,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
386,2.6,30,3,1,3,0,0,5,1,0,0,0,1,1,2,1,0,2,1,1,0,2,6,10,14,3,3,0,0,0,10,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,2.7450980392156863,102,3,4,13,6,0,4,11,0,1,0,2,4,22,2,1,1,8,10,1,1,8,28,41,21,5,3,3,1,7,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,3.6391752577319587,97,5,3,11,1,4,4,15,0,0,0,6,3,13,0,3,3,5,6,3,1,11,9,39,22,8,12,6,1,26,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
389,3.7,20,1,3,1,0,2,2,0,0,0,0,0,0,3,0,2,1,1,0,0,0,4,0,5,5,4,5,1,0,7,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
390,3.542372881355932,59,4,6,4,0,2,3,5,0,1,0,1,3,14,4,0,0,4,1,1,1,5,9,31,11,6,2,0,0,6,53,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391,3.275,40,3,1,5,1,2,4,2,0,1,0,0,2,8,1,0,0,0,6,2,0,2,10,21,4,2,1,2,0,11,29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,2.8,25,1,2,6,0,0,0,3,1,1,1,0,0,2,1,1,0,2,1,0,0,3,6,10,4,1,2,1,1,4,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
393,1.8571428571428572,105,0,4,24,7,2,5,9,0,1,6,2,6,12,8,0,1,2,7,0,4,5,42,43,9,2,2,1,6,8,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
394,3.6666666666666665,18,1,0,3,1,0,0,3,0,0,0,1,1,5,0,1,0,1,0,0,0,1,4,7,4,1,1,1,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
396,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,2.4166666666666665,12,0,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,1,2,0,0,1,4,3,1,2,0,0,2,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
398,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
402,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
404,3.75,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
405,2.123152709359606,203,4,9,39,3,6,10,17,0,2,4,2,4,28,18,1,7,6,24,3,4,12,49,94,28,15,12,2,3,33,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
406,3.625,8,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,3,0,0,2,1,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,2.911917098445596,193,6,10,33,9,3,9,14,1,1,2,1,6,27,14,0,4,8,20,6,1,18,59,102,20,3,5,1,3,33,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
408,3.3194444444444446,72,5,4,15,2,3,5,7,2,1,0,1,5,10,1,0,2,2,4,1,1,1,20,36,9,1,4,2,0,26,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,3.020408163265306,49,0,1,16,1,2,2,6,0,0,0,0,1,8,1,0,0,2,4,2,0,3,22,18,5,2,1,1,0,6,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410,2.9071274298056156,463,16,27,78,13,17,30,44,1,5,11,8,17,59,26,2,12,20,31,9,9,28,116,171,93,37,25,6,15,109,354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
411,2.6153846153846154,13,0,0,4,0,0,1,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,3,7,2,0,1,0,0,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,3.559322033898305,295,8,32,27,2,11,40,34,0,5,3,3,10,45,9,5,5,12,16,3,5,20,34,125,62,26,28,17,3,133,162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
413,2.5306122448979593,245,8,8,44,7,8,11,15,0,3,13,4,14,39,13,1,2,10,10,4,7,24,78,112,28,8,5,0,14,51,194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,2.6555555555555554,90,2,3,28,1,5,3,11,0,1,9,2,2,10,2,0,0,1,4,1,1,4,31,31,14,3,3,1,7,22,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,2.4804469273743015,179,7,4,20,7,7,9,18,2,4,3,5,10,31,7,1,1,13,16,3,2,9,36,71,38,17,8,5,4,41,138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
416,2.4269662921348316,89,2,5,9,4,4,6,11,0,1,0,2,5,13,2,0,0,7,5,1,2,10,15,34,16,10,11,3,0,15,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
417,3.485576923076923,208,8,26,13,1,11,25,16,1,0,1,7,15,29,7,2,6,10,7,1,6,16,21,104,43,15,14,7,4,61,147,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
418,2.5172413793103448,29,3,0,4,0,1,5,2,0,0,0,0,1,6,0,0,0,2,3,1,0,1,4,12,3,6,2,2,0,7,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,2.1923076923076925,156,8,5,30,4,6,6,15,0,2,7,3,5,21,6,0,0,4,14,5,4,11,43,46,36,13,6,5,7,30,126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,2.5056818181818183,352,14,15,49,13,13,20,51,0,3,6,4,20,54,22,2,4,12,24,5,7,14,74,161,60,18,23,8,8,52,300,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,3.3617021276595747,94,3,4,13,3,4,8,12,0,2,3,2,4,13,3,2,2,6,3,0,1,6,16,27,20,11,9,7,4,33,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,3.1228070175438596,57,2,2,4,1,4,4,5,0,2,1,0,3,14,1,0,0,4,1,1,2,6,16,24,9,3,3,2,0,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
423,3.1085972850678734,221,2,11,34,9,8,13,19,1,1,4,4,8,37,12,0,2,13,23,6,4,10,60,94,35,14,10,3,5,23,198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
424,2.6,75,5,4,16,1,1,7,7,0,0,1,0,6,14,0,1,0,2,2,3,1,4,24,35,8,4,2,2,0,9,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,3.6095238095238096,105,4,10,8,1,4,16,14,0,2,1,2,6,12,0,1,3,5,3,1,1,11,10,41,20,9,14,10,1,45,60,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
426,3.0817843866171004,269,8,13,18,14,11,28,31,2,0,0,4,16,30,16,3,4,18,25,4,5,19,31,89,66,40,31,11,1,50,219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
427,2.3674698795180724,166,5,9,17,2,7,11,21,0,3,0,3,9,24,3,3,5,10,17,3,1,13,16,85,36,16,5,7,1,57,109,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
428,3.931558935361217,263,8,9,38,9,5,25,32,0,2,4,5,15,46,9,3,4,15,14,4,2,14,59,122,31,19,19,11,2,55,208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
429,2.379679144385027,187,6,6,35,8,8,16,20,0,2,6,3,4,31,12,0,2,10,7,1,4,6,55,78,30,7,5,3,9,39,148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
430,2.4166666666666665,24,3,2,8,0,2,0,0,0,0,1,0,2,1,1,0,0,0,2,0,1,1,10,9,2,1,0,1,1,9,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,3.6910569105691056,369,12,18,41,11,15,30,43,1,0,3,5,25,56,14,3,13,22,20,7,5,25,66,184,61,24,16,14,4,47,322,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
432,2.579081632653061,392,14,14,57,14,13,28,49,1,3,12,8,20,52,16,6,8,23,27,5,8,14,92,140,73,25,37,12,13,83,309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
433,2.7916666666666665,48,0,2,14,2,1,5,2,0,1,1,2,2,8,1,0,0,1,3,0,3,0,22,19,5,0,0,0,2,10,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,3.0845481049562684,686,13,27,103,18,19,42,85,4,4,11,15,43,101,38,3,13,40,65,9,11,22,152,289,133,48,39,15,10,90,596,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,2.6060037523452158,533,12,22,77,20,15,41,52,2,5,19,11,22,81,36,5,10,23,40,9,8,23,123,208,104,36,34,9,19,97,436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
436,2.652482269503546,141,3,4,21,3,7,16,17,0,2,2,1,8,23,6,0,0,5,9,2,4,8,25,72,25,10,6,1,2,25,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
437,2.046875,64,2,0,15,3,2,5,5,0,2,0,1,3,9,1,0,0,6,1,2,1,6,18,27,13,1,4,1,0,12,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
438,2.625,152,3,6,26,5,8,11,15,1,2,0,2,11,24,5,0,1,10,14,2,5,1,34,66,29,10,8,4,1,29,123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,4.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,3.811181434599156,948,33,41,122,18,47,87,95,1,16,17,23,54,121,57,14,20,44,61,9,16,52,181,367,184,88,77,33,18,309,639,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
441,3.6936236391912907,643,21,37,116,17,18,44,48,1,7,17,15,40,92,40,0,6,20,38,7,13,46,202,322,62,22,10,5,20,155,488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
442,2.9921875,640,16,29,103,16,11,31,63,2,4,19,9,32,93,52,2,19,20,75,7,9,28,160,297,103,25,25,11,19,73,567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
443,3.3870967741935485,31,0,2,2,0,2,2,2,0,0,1,1,2,7,0,1,1,2,1,1,0,4,4,13,9,1,2,1,1,7,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
444,2.2962962962962963,81,4,10,5,1,2,6,10,1,0,0,0,4,15,5,2,1,2,2,3,1,7,10,40,12,10,5,4,0,31,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
445,2.61,100,7,8,15,2,6,7,4,0,0,0,2,4,14,8,1,1,7,5,1,2,6,20,41,19,8,9,3,0,14,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
446,4.082677165354331,254,8,25,31,1,10,41,28,1,0,1,4,8,29,16,6,9,5,13,1,1,16,28,103,49,36,24,12,2,99,155,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
447,2.4838709677419355,31,3,0,2,0,1,3,4,0,1,0,0,4,5,1,1,1,1,0,0,1,3,2,19,4,5,1,0,0,17,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
448,3.6008771929824563,228,7,22,25,4,10,23,25,2,1,1,6,14,31,8,1,5,12,5,3,3,20,25,121,47,21,9,4,1,65,163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,3.6619718309859155,71,4,7,16,2,1,4,7,0,0,0,0,2,9,5,0,1,2,5,0,1,5,24,35,10,2,0,0,0,14,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450,3.280701754385965,228,9,13,46,4,11,13,15,1,5,3,4,15,40,5,1,6,8,11,6,0,12,81,109,21,10,1,3,3,68,160,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
451,3.150943396226415,106,3,10,13,1,2,10,12,0,2,0,1,3,21,2,1,1,4,9,1,1,9,7,54,25,12,4,3,1,41,65,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
452,3.289473684210526,38,0,1,2,0,4,9,0,0,0,0,1,3,8,2,0,0,2,1,0,0,5,4,13,7,3,7,4,0,21,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
453,3.2238805970149254,67,5,3,18,4,2,2,5,0,4,1,0,3,10,1,0,1,1,1,1,2,3,27,25,9,3,1,1,1,24,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
454,3.5473300970873787,824,31,40,104,21,40,73,107,3,8,7,17,53,99,42,8,25,39,52,8,6,41,143,346,164,70,63,29,9,232,592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
455,2.5894736842105264,285,10,15,42,5,10,30,26,2,3,18,3,12,43,13,2,3,10,12,2,5,19,80,76,60,28,12,9,20,89,196,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456,4.0,93,1,5,10,2,4,7,9,0,0,0,1,4,19,7,0,4,5,4,1,0,10,13,50,13,7,4,6,0,15,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,4.103258145363409,1995,59,81,281,43,72,155,234,4,20,38,48,125,233,132,23,50,81,171,19,26,100,394,834,375,140,138,65,49,438,1557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
458,3.2758620689655173,87,1,7,6,2,1,5,11,1,1,2,5,2,17,4,1,0,7,6,2,1,5,10,27,20,14,10,6,0,8,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
459,2.832167832167832,143,5,5,26,4,2,5,20,0,0,1,1,5,28,4,3,3,11,10,2,2,6,33,50,24,12,15,7,2,10,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
460,2.263157894736842,38,1,1,10,2,2,1,0,0,0,3,0,1,7,0,0,0,3,2,1,0,4,17,7,7,1,4,0,2,11,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461,3.2790697674418605,86,4,5,9,0,5,12,12,0,1,0,2,2,7,3,1,3,2,5,0,2,11,13,36,19,10,7,1,0,49,37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
462,2.642857142857143,28,2,1,1,0,1,6,3,1,0,0,0,2,5,1,1,1,1,2,0,0,0,3,7,4,8,3,3,0,8,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,2.74468085106383,47,1,1,2,0,3,6,8,0,1,0,1,2,7,2,0,0,3,4,2,2,2,6,22,8,7,2,2,0,14,33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
464,2.7824074074074074,216,5,8,28,9,4,8,16,1,2,1,6,9,46,15,2,5,10,16,2,5,18,55,98,41,10,7,4,1,15,201,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
465,3.3142857142857145,105,4,7,18,1,3,12,7,1,0,2,2,5,19,3,1,3,3,4,2,1,7,20,44,20,10,5,5,1,28,77,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
466,2.7958115183246073,573,17,24,115,21,17,37,41,1,5,14,7,29,82,29,2,9,23,45,10,14,31,176,242,82,28,23,9,13,95,478,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
467,3.2037037037037037,54,2,2,8,0,3,4,5,1,0,0,2,1,7,4,0,1,5,2,0,1,6,12,24,8,8,1,1,0,11,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
468,3.2714285714285714,350,13,18,38,1,12,40,34,1,9,3,5,17,41,27,10,12,25,23,2,3,16,43,133,75,41,35,18,5,140,210,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
469,2.9565217391304346,69,1,4,8,0,5,11,10,0,2,1,1,4,9,0,0,0,2,1,1,3,6,8,31,14,8,6,1,1,45,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
470,1.736842105263158,38,1,1,11,2,2,1,4,0,0,1,0,3,6,0,0,0,1,1,0,1,3,12,16,8,1,0,0,1,7,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
471,3.631051752921536,599,15,48,84,16,18,51,54,1,9,9,16,29,79,35,4,11,26,32,5,12,45,117,274,102,46,37,11,12,152,447,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
472,2.7045454545454546,44,3,2,4,2,1,3,3,1,1,1,1,1,9,1,0,1,1,4,1,0,4,7,21,5,6,3,1,1,15,29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
473,2.225165562913907,151,2,5,34,7,4,7,11,0,1,10,5,2,21,9,0,4,3,10,3,4,9,65,47,23,4,1,0,11,26,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
474,3.825102880658436,972,32,39,123,30,30,81,120,2,11,10,24,63,124,51,9,20,45,90,10,13,45,175,434,185,67,79,20,12,177,795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
475,3.9006410256410255,312,9,15,43,6,16,43,30,1,4,1,7,18,44,9,1,11,14,14,2,4,20,41,150,50,28,33,8,2,102,210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
