user_id,admin,artist,college_grad_student,customer_service,doctor_healthcare,educator,executive_managerial,farmer,homemaker,k_12_student,lawyer,marketing,other,programmer,retired,scientist,self_employed,technician_engineer,tradesman_craftsman,unemployed,writer,age_18_24,age_25_34,age_35_44,age_45_49,age_50_55,age_55_plus,under_18,female,male,action,adventure,animation,childrens,comedy,crime,documentary,drama,fantasy,filmnoir,horror,musical,mystery,romance,scifi,thriller,war,western,classic_mv,new_mv,old_mv,recent_mv
611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37,12,6,7,39,12,0,67,3,3,10,1,6,15,25,26,7,3,3,46,14,69
612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,8,2,2,12,2,0,22,0,2,3,3,3,6,6,12,3,1,4,16,9,21
613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,17,11,4,3,38,8,3,60,2,4,2,2,3,18,16,10,11,1,0,9,22,75
614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,9,35,50,19,0,0,8,6,0,0,19,0,4,2,0,0,0,8,10,13,23
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,46,15,4,5,29,9,1,30,3,3,6,1,3,11,21,26,10,4,6,10,42,36
616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,9,6,3,9,3,0,15,1,2,2,3,0,1,15,12,5,0,1,13,15,15
617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,3,0,0,7,1,0,10,1,1,0,0,7,1,3,6,2,0,3,7,7,6
618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,4,0,1,13,1,0,13,0,0,17,2,1,1,6,8,3,0,0,10,9,26
619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,1,1,18,0,0,9,1,0,0,1,0,5,2,1,3,1,0,7,8,7
620,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,36,15,8,9,126,48,2,39,2,7,6,3,6,19,10,28,4,0,2,62,9,106
621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,44,19,9,6,55,15,0,45,1,12,124,6,11,12,37,50,7,1,12,68,38,122
622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,3,2,16,7,1,42,1,2,2,3,2,7,1,8,5,0,7,9,13,28
623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,68,29,17,9,64,28,2,59,2,8,7,3,3,14,38,37,17,4,1,64,23,84
624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,89,49,9,17,107,36,4,162,19,9,21,9,11,41,59,67,47,14,22,49,112,189
625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,11,5,0,37,0,1,0,1,0,7,0,7,2,1,2,10,3,30
626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24,14,19,21,21,5,0,20,6,1,0,10,3,10,14,11,10,4,8,19,18,27
627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,12,1,9,9,0,0,8,20,1,0,0,1,4,9,3,1,0,0,7,10,15
628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,6,9,48,1,0,11,1,0,1,2,0,15,2,2,1,1,0,17,0,35
629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,58,66,171,88,9,2,46,51,1,4,31,4,12,18,11,2,0,15,63,55,104
630,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,5,2,5,67,2,0,53,4,1,5,9,1,68,5,7,9,1,9,7,27,75
631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,53,44,15,24,129,19,0,111,14,7,21,12,15,42,50,61,13,7,20,42,76,174
632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,21,13,0,1,7,1,0,6,1,0,1,0,1,2,30,11,3,0,1,8,1,24
633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,3,0,0,15,7,0,23,0,1,1,0,2,3,2,12,0,0,0,31,2,10
634,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,15,29,55,28,0,0,8,11,0,2,23,0,6,7,0,2,0,10,11,19,27
635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7,6,7,8,58,15,0,106,0,10,1,31,16,29,3,19,12,1,24,22,69,62
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,42,25,3,3,15,2,0,11,5,1,35,1,0,4,59,19,5,1,0,6,18,62
637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,92,63,31,59,96,16,0,130,14,4,39,26,8,44,53,48,37,17,27,18,151,181
638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38,28,2,3,48,6,0,31,11,2,13,1,1,12,28,17,5,1,0,14,23,77
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,137,92,34,74,115,17,0,109,22,3,14,41,6,86,58,69,26,29,19,48,165,168
640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,5,4,0,15,0,1,0,0,1,1,1,7,2,0,0,5,1,15
641,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23,19,3,9,50,6,2,59,12,0,2,3,0,29,16,8,18,0,12,15,29,65
642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,7,0,0,3,1,0,11,2,0,3,0,1,7,9,5,1,1,1,5,7,14
643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,3,5,3,32,5,0,23,0,3,5,2,3,10,4,12,2,1,1,59,0,10
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,26,8,5,4,36,6,0,42,1,4,3,0,3,17,30,22,8,0,5,51,16,36
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,3,4,3,20,4,2,20,1,1,0,2,3,3,3,8,6,0,3,7,17,17
646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,132,61,5,16,49,22,0,99,22,4,2,4,6,31,57,42,63,17,7,17,90,140
647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,130,38,1,9,123,15,2,23,5,0,6,1,4,21,43,49,12,4,0,48,2,181
648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,35,11,10,7,72,13,3,74,4,2,10,3,4,21,23,35,7,2,4,91,11,71
649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,8,2,4,16,2,1,21,3,1,13,1,1,3,24,13,7,1,2,15,21,33
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,27,8,0,1,12,1,0,9,1,0,1,0,0,4,9,13,5,0,0,16,2,20
651,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,160,90,9,25,200,39,1,107,20,8,56,23,15,38,102,60,46,19,16,28,193,241
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,51,22,1,1,19,16,0,26,2,3,34,0,12,9,54,79,4,1,0,45,0,87
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,6,0,0,14,0,0,0,0,2,7,0,3,0,0,0,13,3,5
654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,71,22,1,2,48,18,0,86,5,2,3,1,8,24,19,68,13,0,0,25,15,145
655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,58,23,4,17,201,25,15,228,16,1,2,8,9,91,18,34,12,3,9,53,59,291
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,18,13,11,10,52,12,0,81,2,11,12,14,10,26,18,26,14,2,51,6,78,42
657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,4,3,23,2,0,31,2,1,2,1,2,10,2,4,2,0,0,47,2,10
658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,10,5,7,51,5,0,26,4,0,7,2,4,11,11,16,3,1,1,25,9,58
659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,6,0,2,20,8,0,106,2,1,0,0,3,21,5,9,9,1,0,9,10,91
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,194,84,6,25,232,67,2,269,14,10,21,17,33,100,101,150,52,26,7,95,141,460
661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,32,9,0,0,13,6,0,31,2,1,18,0,2,4,15,17,11,2,5,9,35,22
662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,48,36,45,58,33,6,0,10,28,1,6,22,0,8,24,19,4,1,8,21,20,78
663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,71,26,1,1,20,7,0,12,1,1,35,3,5,8,37,44,5,1,0,16,12,84
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28,14,9,11,78,17,0,52,2,6,8,12,5,15,14,28,13,2,8,54,42,54
665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0,5,0,0,3,0,0,15,0,0,0,5,6,0,1,0,1,7,12
666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,5,6,5,37,8,3,51,0,1,1,5,4,24,11,21,5,0,1,20,7,75
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,48,18,2,1,26,6,0,24,1,0,101,3,5,11,36,47,4,2,0,56,29,86
668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18,6,0,0,8,5,0,6,0,0,2,0,3,7,14,21,5,0,0,7,1,28
669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,120,51,20,29,174,60,5,137,12,3,31,10,15,62,45,110,15,6,0,104,14,301
670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,3,5,16,8,5,55,2,5,4,7,4,4,3,13,8,1,15,16,29,30
671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26,15,2,4,43,16,3,63,3,7,7,4,10,10,14,25,17,2,12,38,39,46
672,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,12,3,2,8,4,0,15,2,4,5,6,3,2,9,10,8,2,6,6,20,15
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,36,20,6,19,108,15,1,310,4,3,9,11,15,61,30,33,20,5,5,121,70,207
674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,36,17,3,2,19,6,0,24,2,2,4,2,6,4,32,30,9,2,2,10,21,46
675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,3,1,1,18,3,0,16,1,0,3,1,0,3,4,9,0,0,0,31,2,9
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72,30,9,22,211,37,1,144,11,1,21,8,7,53,36,61,16,8,1,76,27,286
677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,12,5,8,59,18,3,117,3,2,8,5,14,23,10,31,15,3,23,29,61,92
678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,206,148,71,135,355,45,4,312,41,6,114,57,33,145,143,153,35,13,30,174,174,621
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,26,16,3,7,17,2,1,34,4,1,9,1,3,6,22,14,9,3,6,9,33,34
680,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,5,0,0,14,2,0,8,1,0,3,0,0,4,4,12,2,0,0,24,1,10
681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,32,30,11,0,0,4,2,1,0,11,0,2,2,2,0,0,2,10,10,16
682,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,10,2,3,19,6,0,34,1,1,9,3,3,9,11,12,14,0,10,5,35,25
683,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,3,0,2,4,2,0,11,1,0,2,0,0,2,3,14,3,0,0,6,4,19
684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,3,1,14,0,0,19,0,0,0,2,1,3,3,7,1,1,0,23,3,12
685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,51,31,3,4,82,6,0,34,5,1,8,6,2,23,26,20,11,2,2,23,25,90
686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,6,0,0,7,1,0,14,0,0,1,0,0,5,5,6,6,0,0,9,0,18
687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,89,38,3,8,102,26,0,121,8,3,20,7,18,110,58,111,14,2,0,76,22,218
688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,4,0,0,3,1,0,25,0,0,1,0,0,3,4,1,32,0,6,1,20,9
689,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37,26,0,4,41,4,0,41,4,0,10,1,4,75,53,14,11,2,2,19,24,90
690,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33,26,14,22,72,15,1,50,9,3,16,15,6,20,40,32,8,3,12,19,45,104
691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,8,7,6,47,8,3,39,1,4,3,1,2,25,15,13,8,2,3,12,25,63
692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,189,73,20,28,176,76,4,239,16,8,44,15,37,88,97,185,34,8,9,128,95,399
693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,9,2,0,17,5,0,29,0,4,3,1,4,9,12,25,8,1,0,17,6,47
694,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13,7,1,1,15,4,0,13,5,1,3,0,1,7,10,7,4,1,0,26,5,9
695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,74,42,5,9,60,13,0,56,8,1,24,2,6,24,32,54,12,1,0,55,16,120
696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,108,56,30,20,134,47,1,152,13,9,9,17,26,44,79,76,33,14,11,84,94,212
697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16,13,6,7,68,8,0,59,7,3,5,4,2,18,13,9,7,0,1,13,24,87
698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,87,63,9,16,76,23,5,79,14,3,40,11,7,21,101,50,16,6,14,43,63,150
699,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,171,70,12,60,314,50,5,197,23,1,24,14,22,75,72,143,33,14,10,138,47,479
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,4,0,0,3,5,0,6,1,15,0,0,5,5,12,12,2,0,7,6,7,12
701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,8,4,3,42,10,0,36,1,4,2,2,4,12,6,10,6,0,0,24,6,52
702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,89,41,13,18,256,51,1,212,8,7,8,20,9,74,37,37,72,11,34,34,160,251
703,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,1,6,1,0,11,0,1,2,2,3,2,2,4,1,0,5,2,6,7
704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,6,3,1,20,3,0,22,2,2,8,1,1,6,10,23,6,1,2,46,9,17
705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,36,15,28,25,29,9,1,21,7,0,52,13,1,5,31,20,4,0,4,37,21,70
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,6,0,0,2,23,7,1,148,1,1,0,2,7,19,2,14,6,0,2,47,3,99
707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,3,2,3,13,4,0,15,1,0,5,0,8,9,10,27,3,0,0,15,3,34
708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,5,0,0,5,2,0,10,0,0,0,1,1,1,3,4,2,1,0,4,5,11
709,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,2,0,0,27,1,2,6,1,0,65,0,1,4,13,19,0,1,0,10,3,69
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,230,94,33,42,325,85,8,252,21,12,88,26,42,86,144,242,34,13,24,198,113,550
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,18,12,2,4,60,14,0,64,2,7,6,4,13,15,13,36,7,1,18,10,54,61
712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,133,59,42,45,71,23,5,49,22,4,43,21,7,19,79,67,20,4,10,79,41,152
713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,97,59,14,25,74,7,1,67,18,3,9,29,3,56,59,35,33,4,10,40,66,126
714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,118,60,51,92,177,49,0,101,17,3,26,24,14,48,57,93,18,6,6,133,44,239
715,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25,18,14,15,39,8,1,26,10,5,5,10,3,12,17,21,3,2,7,16,17,58
716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,200,81,44,50,86,63,1,86,27,4,18,19,20,34,91,123,29,8,9,71,52,260
717,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,7,3,2,10,3,0,16,0,1,3,2,3,3,10,11,3,1,1,19,4,15
718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,72,18,9,8,56,18,2,49,1,0,4,3,9,26,14,59,12,6,0,68,1,100
719,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,4,2,16,3,0,7,0,0,1,1,0,3,2,6,3,1,0,11,10,7
720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,83,61,10,29,59,15,1,86,20,2,12,16,5,19,42,50,25,17,6,84,35,108
721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,181,78,16,37,204,63,0,223,20,6,52,34,38,156,80,221,31,5,19,188,62,397
722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,4,8,4,17,5,0,28,0,4,0,0,4,12,3,12,7,1,1,14,2,38
723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,4,0,0,10,2,0,4,0,0,1,0,1,3,5,6,2,1,0,17,1,6
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,39,9,1,1,49,14,1,52,1,4,2,1,12,76,9,72,5,1,0,54,2,101
725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,3,0,2,32,11,0,51,2,4,0,1,3,16,2,10,9,0,5,21,14,41
726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,3,2,5,59,0,0,20,0,0,0,0,0,51,1,4,1,1,0,21,0,52
727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,10,5,8,116,18,4,132,2,3,1,13,4,62,2,19,13,3,14,60,48,127
728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,6,0,2,41,14,1,161,2,1,1,4,4,34,4,16,11,1,1,14,12,140
729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,96,47,9,6,26,22,0,40,5,4,7,3,8,12,60,45,13,5,2,27,26,91
730,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25,6,0,0,29,9,0,16,0,0,3,1,0,7,6,11,6,0,1,12,9,31
731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,62,56,18,61,504,29,0,158,46,4,19,35,14,172,38,36,24,9,49,125,125,343
732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,49,17,0,1,55,47,1,81,1,4,12,4,7,20,13,31,12,0,1,22,31,121
733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,17,14,14,19,60,4,3,40,3,4,2,10,3,11,24,16,4,2,2,22,14,79
734,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,5,0,1,16,2,0,9,0,0,8,1,0,1,6,8,1,16,0,21,9,14
735,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,118,70,12,20,142,24,0,97,12,4,45,19,15,45,102,116,19,2,7,101,59,226
736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37,17,3,3,40,17,0,38,2,1,5,0,5,15,23,37,9,3,0,57,5,52
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,47,29,13,10,55,29,0,91,5,18,9,6,30,22,43,52,11,0,20,52,61,84
738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14,3,0,1,3,2,0,16,2,0,2,0,1,3,4,9,4,0,0,26,1,6
739,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,51,30,9,17,42,9,0,38,10,1,9,9,2,18,22,26,14,2,4,12,35,76
